# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 23K of event 'context-switches'
# Event count (approx.): 62097
#
# Overhead  Command   Shared Object      Symbol           
# ........  ........  .................  .................
#
    99.89%  handin_1  [kernel.kallsyms]  [k] schedule
     0.11%  handin_1  [kernel.kallsyms]  [k] _cond_resched


# Samples: 373  of event 'cpu-migrations'
# Event count (approx.): 373
#
# Overhead  Command   Shared Object      Symbol        
# ........  ........  .................  ..............
#
   100.00%  handin_1  [kernel.kallsyms]  [k] __schedule


# Samples: 183K of event 'cycles'
# Event count (approx.): 133236635682
#
# Overhead  Command   Shared Object      Symbol                                        
# ........  ........  .................  ..............................................
#
    59.32%  handin_1  handin_1           [.] ConcurrentOutput::con_worker
    28.01%  handin_1  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     1.04%  handin_1  [kernel.kallsyms]  [k] smp_call_function_many
     0.95%  handin_1  [kernel.kallsyms]  [k] page_fault
     0.67%  handin_1  [kernel.kallsyms]  [k] try_to_wake_up
     0.61%  handin_1  [kernel.kallsyms]  [k] up_read
     0.56%  handin_1  [kernel.kallsyms]  [k] down_read_trylock
     0.53%  handin_1  [kernel.kallsyms]  [k] _raw_spin_lock
     0.45%  handin_1  [kernel.kallsyms]  [k] call_function_interrupt
     0.41%  handin_1  [kernel.kallsyms]  [k] __handle_mm_fault
     0.41%  handin_1  [kernel.kallsyms]  [k] llist_add_batch
     0.35%  handin_1  [kernel.kallsyms]  [k] clear_page_rep
     0.32%  handin_1  [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.31%  handin_1  [kernel.kallsyms]  [k] handle_mm_fault
     0.29%  handin_1  [kernel.kallsyms]  [k] swapgs_restore_regs_and_return_to_usermode
     0.25%  handin_1  [kernel.kallsyms]  [k] error_entry
     0.23%  handin_1  [kernel.kallsyms]  [k] flush_tlb_func_remote
     0.22%  handin_1  [kernel.kallsyms]  [k] get_page_from_freelist
     0.21%  handin_1  [kernel.kallsyms]  [k] __default_send_IPI_dest_field
     0.21%  handin_1  [kernel.kallsyms]  [k] page_counter_cancel
     0.19%  handin_1  [kernel.kallsyms]  [k] sync_regs
     0.18%  handin_1  [kernel.kallsyms]  [k] __do_page_fault
     0.18%  handin_1  [kernel.kallsyms]  [k] ctx_sched_in
     0.15%  handin_1  [kernel.kallsyms]  [k] native_write_msr
     0.12%  handin_1  [kernel.kallsyms]  [k] llist_reverse_order
     0.12%  handin_1  [kernel.kallsyms]  [k] copy_page
     0.11%  handin_1  handin_1           [.] ConcurrentOutput::run
     0.10%  handin_1  [kernel.kallsyms]  [k] do_page_fault
     0.10%  handin_1  [kernel.kallsyms]  [k] error_exit
     0.09%  handin_1  [kernel.kallsyms]  [k] native_flush_tlb
     0.09%  handin_1  [kernel.kallsyms]  [k] try_charge
     0.08%  handin_1  [kernel.kallsyms]  [k] irq_work_run_list
     0.07%  handin_1  [kernel.kallsyms]  [k] perf_event_task_tick
     0.07%  handin_1  [kernel.kallsyms]  [k] native_flush_tlb_one_user
     0.07%  handin_1  [kernel.kallsyms]  [k] do_anonymous_page
     0.06%  handin_1  [kernel.kallsyms]  [k] select_task_rq_fair
     0.06%  handin_1  [kernel.kallsyms]  [k] native_sched_clock
     0.06%  handin_1  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.06%  handin_1  [kernel.kallsyms]  [k] native_read_msr
     0.06%  handin_1  [kernel.kallsyms]  [k] wait_on_page_bit
     0.05%  handin_1  [kernel.kallsyms]  [k] read_tsc
     0.05%  handin_1  [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.05%  handin_1  [kernel.kallsyms]  [k] __inc_numa_state
     0.05%  handin_1  [kernel.kallsyms]  [k] release_pages
     0.05%  handin_1  [kernel.kallsyms]  [k] __migration_entry_wait
     0.04%  handin_1  [kernel.kallsyms]  [k] get_mem_cgroup_from_mm
     0.04%  handin_1  [kernel.kallsyms]  [k] irq_exit
     0.04%  handin_1  [kernel.kallsyms]  [k] ret_from_intr
     0.04%  handin_1  [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.04%  handin_1  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.04%  handin_1  [kernel.kallsyms]  [k] page_get_anon_vma
     0.04%  handin_1  [kernel.kallsyms]  [k] migrate_pages
     0.04%  handin_1  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.04%  handin_1  [kernel.kallsyms]  [k] _raw_spin_unlock_irqrestore
     0.04%  handin_1  [kernel.kallsyms]  [k] finish_task_switch
     0.04%  handin_1  [kernel.kallsyms]  [k] page_cpupid_xchg_last
     0.03%  handin_1  [kernel.kallsyms]  [k] __alloc_pages_nodemask
     0.03%  handin_1  [kernel.kallsyms]  [k] flush_tlb_func_common.constprop.10
     0.03%  handin_1  [kernel.kallsyms]  [k] do_numa_page
     0.03%  handin_1  [kernel.kallsyms]  [k] vmacache_find
     0.03%  handin_1  [kernel.kallsyms]  [k] x86_pmu_enable_all
     0.03%  handin_1  [kernel.kallsyms]  [k] unmap_page_range
     0.03%  handin_1  [kernel.kallsyms]  [k] __schedule
     0.03%  handin_1  [kernel.kallsyms]  [k] page_counter_charge
     0.03%  handin_1  [kernel.kallsyms]  [k] free_unref_page_prepare.part.64
     0.03%  handin_1  [kernel.kallsyms]  [k] native_apic_mem_write
     0.03%  handin_1  [kernel.kallsyms]  [k] nohz_balance_exit_idle.part.99
     0.03%  handin_1  [kernel.kallsyms]  [k] isolate_lru_page
     0.03%  handin_1  [kernel.kallsyms]  [k] try_to_unmap_one
     0.02%  handin_1  [kernel.kallsyms]  [k] cpumask_next_and
     0.02%  handin_1  [kernel.kallsyms]  [k] mod_node_page_state
     0.02%  handin_1  [kernel.kallsyms]  [k] x86_pmu_disable_all
     0.02%  handin_1  [kernel.kallsyms]  [k] update_load_avg
     0.02%  handin_1  [kernel.kallsyms]  [k] idle_cpu
     0.02%  handin_1  [kernel.kallsyms]  [k] free_unref_page
     0.02%  handin_1  [kernel.kallsyms]  [k] free_unref_page_commit
     0.02%  handin_1  [kernel.kallsyms]  [k] __ptep_modify_prot_start
     0.02%  handin_1  [kernel.kallsyms]  [k] __wake_up_common
     0.02%  handin_1  [kernel.kallsyms]  [k] trigger_load_balance
     0.02%  handin_1  [kernel.kallsyms]  [k] page_remove_rmap
     0.02%  handin_1  [kernel.kallsyms]  [k] __page_cache_release
     0.02%  handin_1  [kernel.kallsyms]  [k] _find_next_bit
     0.02%  handin_1  [kernel.kallsyms]  [k] put_page
     0.02%  handin_1  [kernel.kallsyms]  [k] task_numa_fault
     0.02%  handin_1  [kernel.kallsyms]  [k] __kmalloc_node
     0.02%  handin_1  [kernel.kallsyms]  [k] __update_load_avg_se.isra.38
     0.02%  handin_1  [kernel.kallsyms]  [k] memcpy
     0.02%  handin_1  [kernel.kallsyms]  [k] amd_pmu_addr_offset
     0.02%  handin_1  [kernel.kallsyms]  [k] uncharge_batch
     0.02%  handin_1  [kernel.kallsyms]  [k] copy_user_generic_string
