# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 310  of event 'context-switches'
# Event count (approx.): 608
#
# Overhead  Command   Shared Object      Symbol      
# ........  ........  .................  ............
#
   100.00%  handin_1  [kernel.kallsyms]  [k] schedule


# Samples: 1  of event 'cpu-migrations'
# Event count (approx.): 1
#
# Overhead  Command   Shared Object      Symbol        
# ........  ........  .................  ..............
#
   100.00%  handin_1  [kernel.kallsyms]  [k] __schedule


# Samples: 6K of event 'cycles'
# Event count (approx.): 2139311107
#
# Overhead  Command   Shared Object       Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ........  ..................  ........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
    41.92%  handin_1  handin_1            [.] std::__detail::_Map_base<std::vector<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*, std::allocator<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*> >*, std::pair<std::vector<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*, std::allocator<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*> >* const, std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*>, std::allocator<std::pair<std::vector<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*, std::allocator<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*> >* const, std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*> >, std::__detail::_Select1st, std::equal_to<std::vector<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*, std::allocator<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*> >*>, std::hash<std::vector<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*, std::allocator<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*> >*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[]
    29.17%  handin_1  handin_1            [.] ParallelBuffer::buf_worker
     2.31%  handin_1  [kernel.kallsyms]   [k] smp_call_function_single
     2.03%  handin_1  [kernel.kallsyms]   [k] copy_page
     1.63%  handin_1  [kernel.kallsyms]   [k] page_fault
     1.41%  handin_1  [kernel.kallsyms]   [k] release_pages
     1.40%  handin_1  libc-2.27.so        [.] __memmove_ssse3
     1.19%  handin_1  [kernel.kallsyms]   [k] clear_page_rep
     0.99%  handin_1  [kernel.kallsyms]   [k] free_pcppages_bulk
     0.91%  handin_1  [kernel.kallsyms]   [k] unmap_page_range
     0.56%  handin_1  [kernel.kallsyms]   [k] __handle_mm_fault
     0.56%  handin_1  [kernel.kallsyms]   [k] get_page_from_freelist
     0.44%  handin_1  [kernel.kallsyms]   [k] __dec_node_state
     0.41%  handin_1  [kernel.kallsyms]   [k] page_remove_rmap
     0.40%  handin_1  [kernel.kallsyms]   [k] _raw_spin_lock
     0.39%  handin_1  [kernel.kallsyms]   [k] native_flush_tlb_one_user
     0.37%  handin_1  [kernel.kallsyms]   [k] __ptep_modify_prot_start
     0.37%  handin_1  [kernel.kallsyms]   [k] perf_iterate_ctx
     0.35%  handin_1  [kernel.kallsyms]   [k] page_vma_mapped_walk
     0.35%  handin_1  [kernel.kallsyms]   [k] call_function_single_interrupt
     0.34%  handin_1  [kernel.kallsyms]   [k] vmacache_find
     0.32%  handin_1  [kernel.kallsyms]   [k] change_protection_range
     0.32%  handin_1  [kernel.kallsyms]   [k] up_read
     0.29%  handin_1  [kernel.kallsyms]   [k] isolate_lru_page
     0.29%  handin_1  [kernel.kallsyms]   [k] migrate_pages
     0.27%  handin_1  [kernel.kallsyms]   [k] try_to_unmap_one
     0.26%  handin_1  [kernel.kallsyms]   [k] down_read_trylock
     0.24%  handin_1  [kernel.kallsyms]   [k] free_unref_page_prepare.part.64
     0.24%  handin_1  [kernel.kallsyms]   [k] free_unref_page_list
     0.23%  handin_1  [kernel.kallsyms]   [k] native_write_msr
     0.23%  handin_1  [kernel.kallsyms]   [k] flush_smp_call_function_queue
     0.22%  handin_1  [kernel.kallsyms]   [k] __pagevec_lru_add_fn
     0.22%  handin_1  [kernel.kallsyms]   [k] __do_page_fault
     0.21%  handin_1  [kernel.kallsyms]   [k] __mod_zone_page_state
     0.21%  handin_1  [kernel.kallsyms]   [k] sync_regs
     0.21%  handin_1  [kernel.kallsyms]   [k] handle_mm_fault
     0.19%  handin_1  [kernel.kallsyms]   [k] free_unref_page_commit
     0.19%  handin_1  [kernel.kallsyms]   [k] task_numa_fault
     0.18%  handin_1  [kernel.kallsyms]   [k] llist_add_batch
     0.18%  handin_1  [kernel.kallsyms]   [k] migrate_page_states
     0.16%  handin_1  [kernel.kallsyms]   [k] uncharge_page
     0.16%  handin_1  [kernel.kallsyms]   [k] page_add_new_anon_rmap
     0.16%  handin_1  [kernel.kallsyms]   [k] flush_tlb_func_common.constprop.10
     0.16%  handin_1  [kernel.kallsyms]   [k] __mod_node_page_state
     0.15%  handin_1  [kernel.kallsyms]   [k] error_entry
     0.15%  handin_1  libc-2.27.so        [.] cfree@GLIBC_2.2.5
     0.14%  handin_1  [kernel.kallsyms]   [k] __alloc_pages_nodemask
