# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 848  of event 'context-switches'
# Event count (approx.): 2634
#
# Overhead  Command   Shared Object      Symbol      
# ........  ........  .................  ............
#
   100.00%  handin_1  [kernel.kallsyms]  [k] schedule


# Samples: 2  of event 'cpu-migrations'
# Event count (approx.): 2
#
# Overhead  Command   Shared Object      Symbol        
# ........  ........  .................  ..............
#
   100.00%  handin_1  [kernel.kallsyms]  [k] __schedule


# Samples: 7K of event 'cycles'
# Event count (approx.): 2413295659
#
# Overhead  Command   Shared Object        Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ........  ...................  ........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
    41.08%  handin_1  handin_1             [.] std::__detail::_Map_base<std::vector<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*, std::allocator<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*> >*, std::pair<std::vector<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*, std::allocator<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*> >* const, std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*>, std::allocator<std::pair<std::vector<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*, std::allocator<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*> >* const, std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*> >, std::__detail::_Select1st, std::equal_to<std::vector<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*, std::allocator<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*> >*>, std::hash<std::vector<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*, std::allocator<std::vector<std::pair<unsigned long, unsigned long> const*, std::allocator<std::pair<unsigned long, unsigned long> const*> >*> >*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[]
    27.71%  handin_1  handin_1             [.] ParallelBuffer::buf_worker
     3.06%  handin_1  [kernel.kallsyms]    [k] smp_call_function_many
     2.30%  handin_1  [kernel.kallsyms]    [k] copy_page
     1.54%  handin_1  [kernel.kallsyms]    [k] page_fault
     1.31%  handin_1  [kernel.kallsyms]    [k] clear_page_rep
     1.25%  handin_1  libc-2.27.so         [.] __memmove_ssse3
     1.15%  handin_1  [kernel.kallsyms]    [k] smp_call_function_single
     0.94%  handin_1  [kernel.kallsyms]    [k] call_function_interrupt
     0.75%  handin_1  [kernel.kallsyms]    [k] flush_smp_call_function_queue
     0.60%  handin_1  [kernel.kallsyms]    [k] try_to_wake_up
     0.53%  handin_1  [kernel.kallsyms]    [k] get_page_from_freelist
     0.52%  handin_1  [kernel.kallsyms]    [k] perf_iterate_ctx
     0.40%  handin_1  [kernel.kallsyms]    [k] page_vma_mapped_walk
     0.40%  handin_1  [kernel.kallsyms]    [k] change_protection_range
     0.39%  handin_1  [kernel.kallsyms]    [k] try_to_unmap_one
     0.39%  handin_1  [kernel.kallsyms]    [k] __handle_mm_fault
     0.38%  handin_1  [kernel.kallsyms]    [k] down_read_trylock
     0.38%  handin_1  [kernel.kallsyms]    [k] swapgs_restore_regs_and_return_to_usermode
     0.36%  handin_1  [kernel.kallsyms]    [k] native_flush_tlb_one_user
     0.35%  handin_1  [kernel.kallsyms]    [k] up_read
     0.32%  handin_1  [kernel.kallsyms]    [k] __default_send_IPI_dest_field
     0.31%  handin_1  [kernel.kallsyms]    [k] handle_mm_fault
     0.31%  handin_1  [kernel.kallsyms]    [k] _raw_spin_lock
     0.30%  handin_1  [kernel.kallsyms]    [k] ctx_sched_in
     0.30%  handin_1  [kernel.kallsyms]    [k] call_function_single_interrupt
     0.30%  handin_1  [kernel.kallsyms]    [k] migrate_page_states
     0.29%  handin_1  [kernel.kallsyms]    [k] flush_tlb_func_remote
     0.28%  handin_1  [kernel.kallsyms]    [k] migrate_pages
     0.28%  handin_1  [kernel.kallsyms]    [k] page_counter_charge
     0.28%  handin_1  [kernel.kallsyms]    [k] __pagevec_lru_add_fn
     0.26%  handin_1  [kernel.kallsyms]    [k] llist_reverse_order
     0.25%  handin_1  [kernel.kallsyms]    [k] do_numa_page
     0.25%  handin_1  [kernel.kallsyms]    [k] __do_page_fault
     0.24%  handin_1  [kernel.kallsyms]    [k] release_pages
     0.23%  handin_1  [kernel.kallsyms]    [k] native_write_msr
     0.23%  handin_1  [kernel.kallsyms]    [k] llist_add_batch
     0.22%  handin_1  [kernel.kallsyms]    [k] _raw_spin_lock_irq
     0.21%  handin_1  [kernel.kallsyms]    [k] __alloc_pages_nodemask
     0.21%  handin_1  [kernel.kallsyms]    [k] page_get_anon_vma
     0.20%  handin_1  libc-2.27.so         [.] cfree@GLIBC_2.2.5
     0.19%  handin_1  libc-2.27.so         [.] _int_malloc
     0.18%  handin_1  [kernel.kallsyms]    [k] vmacache_find
     0.17%  handin_1  [kernel.kallsyms]    [k] __ptep_modify_prot_start
     0.17%  handin_1  [kernel.kallsyms]    [k] page_cpupid_xchg_last
     0.17%  handin_1  [kernel.kallsyms]    [k] unmap_page_range
     0.16%  handin_1  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
