# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'context-switches'
# Event count (approx.): 17466
#
# Overhead  Command   Shared Object      Symbol           
# ........  ........  .................  .................
#
    99.99%  handin_1  [kernel.kallsyms]  [k] schedule
     0.01%  handin_1  [kernel.kallsyms]  [k] _cond_resched


# Samples: 3  of event 'cpu-migrations'
# Event count (approx.): 3
#
# Overhead  Command   Shared Object      Symbol        
# ........  ........  .................  ..............
#
   100.00%  handin_1  [kernel.kallsyms]  [k] __schedule


# Samples: 21K of event 'cycles'
# Event count (approx.): 9013113282
#
# Overhead  Command   Shared Object      Symbol                                        
# ........  ........  .................  ..............................................
#
    84.87%  handin_1  handin_1           [.] ConcurrentOutput::con_worker
     1.61%  handin_1  [kernel.kallsyms]  [k] try_to_wake_up
     1.16%  handin_1  handin_1           [.] ConcurrentOutput::run
     1.12%  handin_1  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     1.12%  handin_1  [kernel.kallsyms]  [k] page_fault
     1.05%  handin_1  [kernel.kallsyms]  [k] smp_call_function_many
     0.69%  handin_1  [kernel.kallsyms]  [k] clear_page_rep
     0.48%  handin_1  [kernel.kallsyms]  [k] ctx_sched_in
     0.40%  handin_1  [kernel.kallsyms]  [k] native_write_msr
     0.30%  handin_1  [kernel.kallsyms]  [k] copy_page
     0.27%  handin_1  [kernel.kallsyms]  [k] __handle_mm_fault
     0.23%  handin_1  [kernel.kallsyms]  [k] up_read
     0.22%  handin_1  [kernel.kallsyms]  [k] _raw_spin_lock
     0.20%  handin_1  [kernel.kallsyms]  [k] get_page_from_freelist
     0.19%  handin_1  [kernel.kallsyms]  [k] down_read_trylock
     0.17%  handin_1  [kernel.kallsyms]  [k] smp_call_function_single
     0.16%  handin_1  [kernel.kallsyms]  [k] perf_event_task_tick
     0.14%  handin_1  [kernel.kallsyms]  [k] call_function_interrupt
     0.14%  handin_1  [kernel.kallsyms]  [k] __migration_entry_wait
     0.14%  handin_1  [kernel.kallsyms]  [k] __do_page_fault
     0.13%  handin_1  [kernel.kallsyms]  [k] change_protection_range
     0.12%  handin_1  [kernel.kallsyms]  [k] wait_on_page_bit
     0.12%  handin_1  [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.12%  handin_1  [kernel.kallsyms]  [k] __pagevec_lru_add_fn
     0.11%  handin_1  [kernel.kallsyms]  [k] handle_mm_fault
     0.11%  handin_1  [kernel.kallsyms]  [k] __default_send_IPI_dest_field
     0.10%  handin_1  [kernel.kallsyms]  [k] page_counter_cancel
     0.10%  handin_1  [kernel.kallsyms]  [k] swapgs_restore_regs_and_return_to_usermode
     0.10%  handin_1  [kernel.kallsyms]  [k] error_entry
     0.10%  handin_1  [kernel.kallsyms]  [k] read_tsc
     0.09%  handin_1  [kernel.kallsyms]  [k] sync_regs
     0.08%  handin_1  [kernel.kallsyms]  [k] __ptep_modify_prot_start
     0.08%  handin_1  [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.08%  handin_1  [kernel.kallsyms]  [k] get_mem_cgroup_from_mm
     0.08%  handin_1  [kernel.kallsyms]  [k] do_numa_page
     0.07%  handin_1  [kernel.kallsyms]  [k] do_anonymous_page
     0.07%  handin_1  [kernel.kallsyms]  [k] flush_tlb_func_remote
     0.07%  handin_1  [kernel.kallsyms]  [k] try_to_unmap_one
     0.07%  handin_1  [kernel.kallsyms]  [k] apic_timer_interrupt
     0.07%  handin_1  [kernel.kallsyms]  [k] migrate_page_states
