# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3  of event 'context-switches'
# Event count (approx.): 3
#
# Overhead  Command   Shared Object      Symbol      
# ........  ........  .................  ............
#
   100.00%  handin_1  [kernel.kallsyms]  [k] schedule


# Samples: 1  of event 'cpu-migrations'
# Event count (approx.): 1
#
# Overhead  Command   Shared Object      Symbol        
# ........  ........  .................  ..............
#
   100.00%  handin_1  [kernel.kallsyms]  [k] __schedule


# Samples: 3K of event 'cycles'
# Event count (approx.): 1277969859
#
# Overhead  Command   Shared Object      Symbol                                        
# ........  ........  .................  ..............................................
#
    70.83%  handin_1  handin_1           [.] ConcurrentOutput::con_worker
     9.39%  handin_1  handin_1           [.] ConcurrentOutput::run
     5.83%  handin_1  [kernel.kallsyms]  [k] clear_page_rep
     3.50%  handin_1  [kernel.kallsyms]  [k] page_fault
     0.91%  handin_1  [kernel.kallsyms]  [k] handle_mm_fault
     0.80%  handin_1  [kernel.kallsyms]  [k] get_page_from_freelist
     0.63%  handin_1  [kernel.kallsyms]  [k] __handle_mm_fault
     0.56%  handin_1  [kernel.kallsyms]  [k] get_mem_cgroup_from_mm
     0.49%  handin_1  [kernel.kallsyms]  [k] perf_event_task_tick
     0.43%  handin_1  [kernel.kallsyms]  [k] __lru_cache_add
     0.37%  handin_1  [kernel.kallsyms]  [k] __pagevec_lru_add_fn
     0.37%  handin_1  [kernel.kallsyms]  [k] page_add_new_anon_rmap
     0.32%  handin_1  [kernel.kallsyms]  [k] __inc_numa_state
     0.31%  handin_1  [kernel.kallsyms]  [k] mem_cgroup_charge_statistics
     0.31%  handin_1  [kernel.kallsyms]  [k] swapgs_restore_regs_and_return_to_usermode
     0.29%  handin_1  [kernel.kallsyms]  [k] mem_cgroup_try_charge
     0.27%  handin_1  [kernel.kallsyms]  [k] error_entry
     0.25%  handin_1  [kernel.kallsyms]  [k] __mod_zone_page_state
     0.25%  handin_1  [kernel.kallsyms]  [k] up_read
     0.25%  handin_1  [kernel.kallsyms]  [k] __alloc_pages_nodemask
     0.25%  handin_1  [kernel.kallsyms]  [k] try_charge
     0.21%  handin_1  [kernel.kallsyms]  [k] _raw_spin_lock
     0.19%  handin_1  [kernel.kallsyms]  [k] pagevec_lru_move_fn
     0.19%  handin_1  [kernel.kallsyms]  [k] down_read_trylock
     0.19%  handin_1  [kernel.kallsyms]  [k] release_pages
     0.19%  handin_1  [kernel.kallsyms]  [k] do_page_fault
     0.18%  handin_1  [kernel.kallsyms]  [k] sync_regs
     0.17%  handin_1  [kernel.kallsyms]  [k] native_write_msr
     0.12%  handin_1  [kernel.kallsyms]  [k] lru_cache_add_active_or_unevictable
     0.12%  handin_1  [kernel.kallsyms]  [k] pmd_devmap_trans_unstable
     0.12%  handin_1  [kernel.kallsyms]  [k] __mod_node_page_state
     0.12%  handin_1  [kernel.kallsyms]  [k] __do_page_fault
     0.12%  handin_1  [kernel.kallsyms]  [k] alloc_pages_vma
     0.09%  handin_1  [kernel.kallsyms]  [k] read_tsc
     0.08%  handin_1  [kernel.kallsyms]  [k] vmacache_find
     0.06%  handin_1  [kernel.kallsyms]  [k] pmd_page_vaddr
     0.06%  handin_1  [kernel.kallsyms]  [k] cpu_needs_another_gp
     0.06%  handin_1  [kernel.kallsyms]  [k] account_system_index_time
     0.06%  handin_1  [kernel.kallsyms]  [k] arch_get_unmapped_area_topdown
     0.06%  handin_1  [kernel.kallsyms]  [k] hrtimer_active
     0.06%  handin_1  [kernel.kallsyms]  [k] native_iret
     0.06%  handin_1  [kernel.kallsyms]  [k] mem_cgroup_commit_charge
     0.06%  handin_1  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.06%  handin_1  [kernel.kallsyms]  [k] do_anonymous_page
     0.06%  handin_1  [kernel.kallsyms]  [k] __indirect_thunk_start
     0.06%  handin_1  [kernel.kallsyms]  [k] rcu_all_qs
     0.06%  handin_1  [kernel.kallsyms]  [k] policy_node
     0.06%  handin_1  [kernel.kallsyms]  [k] _cond_resched
     0.06%  handin_1  [kernel.kallsyms]  [k] get_vma_policy.part.36
     0.05%  handin_1  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.05%  handin_1  [kernel.kallsyms]  [k] apic_timer_interrupt
     0.05%  handin_1  [kernel.kallsyms]  [k] __update_load_avg_se.isra.38
     0.05%  handin_1  [kernel.kallsyms]  [k] native_read_msr
     0.03%  handin_1  [kernel.kallsyms]  [k] account_user_time
     0.03%  handin_1  [kernel.kallsyms]  [k] decay_load
     0.03%  handin_1  [kernel.kallsyms]  [k] cpuacct_account_field
     0.03%  handin_1  [kernel.kallsyms]  [k] rcu_check_callbacks
     0.03%  handin_1  [kernel.kallsyms]  [k] amd_pmu_addr_offset
     0.03%  handin_1  [kernel.kallsyms]  [k] scheduler_tick
     0.02%  handin_1  [kernel.kallsyms]  [k] __kmalloc
     0.01%  handin_1  [kernel.kallsyms]  [k] x86_pmu_enable_all


# Samples: 4K of event 'instructions'
# Event count (approx.): 823287334
#
# Overhead  Command   Shared Object      Symbol                                        
# ........  ........  .................  ..............................................
#
    55.08%  handin_1  handin_1           [.] ConcurrentOutput::con_worker
    14.34%  handin_1  handin_1           [.] ConcurrentOutput::run
     3.13%  handin_1  [kernel.kallsyms]  [k] release_pages
     2.01%  handin_1  [kernel.kallsyms]  [k] get_page_from_freelist
     1.55%  handin_1  [kernel.kallsyms]  [k] free_pcppages_bulk
     1.43%  handin_1  [kernel.kallsyms]  [k] __pagevec_lru_add_fn
     1.43%  handin_1  [kernel.kallsyms]  [k] unmap_page_range
     1.31%  handin_1  [kernel.kallsyms]  [k] __handle_mm_fault
     1.01%  handin_1  [kernel.kallsyms]  [k] __alloc_pages_nodemask
     0.97%  handin_1  [kernel.kallsyms]  [k] down_read_trylock
     0.97%  handin_1  [kernel.kallsyms]  [k] do_anonymous_page
     0.93%  handin_1  [kernel.kallsyms]  [k] free_unref_page_list
