# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'context-switches'
# Event count (approx.): 57382
#
# Overhead  Command   Shared Object      Symbol           
# ........  ........  .................  .................
#
    99.99%  handin_1  [kernel.kallsyms]  [k] schedule
     0.01%  handin_1  [kernel.kallsyms]  [k] _cond_resched


# Samples: 3  of event 'cpu-migrations'
# Event count (approx.): 3
#
# Overhead  Command   Shared Object      Symbol        
# ........  ........  .................  ..............
#
   100.00%  handin_1  [kernel.kallsyms]  [k] __schedule


# Samples: 34K of event 'cycles'
# Event count (approx.): 10981307898
#
# Overhead  Command   Shared Object      Symbol                                        
# ........  ........  .................  ..............................................
#
    66.07%  handin_1  handin_1           [.] ConcurrentOutput::con_worker
     4.04%  handin_1  [kernel.kallsyms]  [k] smp_call_function_many
     3.43%  handin_1  [kernel.kallsyms]  [k] try_to_wake_up
     2.59%  handin_1  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     1.68%  handin_1  [kernel.kallsyms]  [k] page_fault
     1.49%  handin_1  [kernel.kallsyms]  [k] ctx_sched_in
     1.24%  handin_1  [kernel.kallsyms]  [k] copy_page
     1.23%  handin_1  handin_1           [.] ConcurrentOutput::run
     1.03%  handin_1  [kernel.kallsyms]  [k] clear_page_rep
     0.76%  handin_1  [kernel.kallsyms]  [k] native_write_msr
     0.72%  handin_1  [kernel.kallsyms]  [k] call_function_interrupt
     0.55%  handin_1  [kernel.kallsyms]  [k] _raw_spin_lock
     0.54%  handin_1  [kernel.kallsyms]  [k] __handle_mm_fault
     0.47%  handin_1  [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.42%  handin_1  [kernel.kallsyms]  [k] up_read
     0.40%  handin_1  [kernel.kallsyms]  [k] down_read_trylock
     0.35%  handin_1  [kernel.kallsyms]  [k] get_page_from_freelist
     0.29%  handin_1  [kernel.kallsyms]  [k] llist_add_batch
     0.29%  handin_1  [kernel.kallsyms]  [k] wait_on_page_bit
     0.28%  handin_1  [kernel.kallsyms]  [k] flush_tlb_func_remote
     0.27%  handin_1  [kernel.kallsyms]  [k] try_to_unmap_one
     0.27%  handin_1  [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.24%  handin_1  [kernel.kallsyms]  [k] native_flush_tlb_one_user
     0.23%  handin_1  [kernel.kallsyms]  [k] native_read_msr
     0.23%  handin_1  [kernel.kallsyms]  [k] handle_mm_fault
     0.23%  handin_1  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.23%  handin_1  [kernel.kallsyms]  [k] migrate_page_states
     0.22%  handin_1  [kernel.kallsyms]  [k] page_counter_cancel
     0.22%  handin_1  [kernel.kallsyms]  [k] __migration_entry_wait
     0.21%  handin_1  [kernel.kallsyms]  [k] page_counter_charge
     0.20%  handin_1  [kernel.kallsyms]  [k] swapgs_restore_regs_and_return_to_usermode
     0.20%  handin_1  [kernel.kallsyms]  [k] __default_send_IPI_dest_field
     0.19%  handin_1  [kernel.kallsyms]  [k] change_protection_range
     0.18%  handin_1  [kernel.kallsyms]  [k] finish_task_switch
     0.18%  handin_1  [kernel.kallsyms]  [k] smp_call_function_single
     0.18%  handin_1  [kernel.kallsyms]  [k] __do_page_fault
     0.17%  handin_1  [kernel.kallsyms]  [k] select_task_rq_fair
     0.17%  handin_1  [kernel.kallsyms]  [k] __schedule
     0.17%  handin_1  [kernel.kallsyms]  [k] do_numa_page
     0.17%  handin_1  [kernel.kallsyms]  [k] llist_reverse_order
