# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'context-switches'
# Event count (approx.): 50027
#
# Overhead  Command   Shared Object      Symbol           
# ........  ........  .................  .................
#
   100.00%  handin_1  [kernel.kallsyms]  [k] schedule
     0.00%  handin_1  [kernel.kallsyms]  [k] _cond_resched


# Samples: 2  of event 'cpu-migrations'
# Event count (approx.): 2
#
# Overhead  Command   Shared Object      Symbol        
# ........  ........  .................  ..............
#
   100.00%  handin_1  [kernel.kallsyms]  [k] __schedule


# Samples: 96K of event 'cycles'
# Event count (approx.): 62656632044
#
# Overhead  Command   Shared Object      Symbol                                        
# ........  ........  .................  ..............................................
#
    78.01%  handin_1  handin_1           [.] ConcurrentOutput::con_worker
    13.39%  handin_1  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.84%  handin_1  [kernel.kallsyms]  [k] page_fault
     0.49%  handin_1  [kernel.kallsyms]  [k] _raw_spin_lock
     0.44%  handin_1  [kernel.kallsyms]  [k] __handle_mm_fault
     0.42%  handin_1  [kernel.kallsyms]  [k] down_read_trylock
     0.42%  handin_1  [kernel.kallsyms]  [k] try_to_wake_up
     0.41%  handin_1  [kernel.kallsyms]  [k] up_read
     0.39%  handin_1  [kernel.kallsyms]  [k] smp_call_function_many
     0.32%  handin_1  [kernel.kallsyms]  [k] clear_page_rep
     0.30%  handin_1  [kernel.kallsyms]  [k] call_function_interrupt
     0.23%  handin_1  handin_1           [.] ConcurrentOutput::run
     0.23%  handin_1  [kernel.kallsyms]  [k] ctx_sched_in
     0.22%  handin_1  [kernel.kallsyms]  [k] flush_tlb_func_remote
     0.19%  handin_1  [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.18%  handin_1  [kernel.kallsyms]  [k] page_counter_cancel
     0.17%  handin_1  [kernel.kallsyms]  [k] native_write_msr
     0.15%  handin_1  [kernel.kallsyms]  [k] sync_regs
     0.15%  handin_1  [kernel.kallsyms]  [k] error_entry
     0.14%  handin_1  [kernel.kallsyms]  [k] handle_mm_fault
     0.12%  handin_1  [kernel.kallsyms]  [k] __do_page_fault
     0.12%  handin_1  [kernel.kallsyms]  [k] __default_send_IPI_dest_field
     0.12%  handin_1  [kernel.kallsyms]  [k] get_page_from_freelist
     0.11%  handin_1  [kernel.kallsyms]  [k] llist_add_batch
     0.10%  handin_1  [kernel.kallsyms]  [k] perf_event_task_tick
     0.09%  handin_1  [kernel.kallsyms]  [k] copy_page
     0.09%  handin_1  [kernel.kallsyms]  [k] llist_reverse_order
     0.07%  handin_1  [kernel.kallsyms]  [k] swapgs_restore_regs_and_return_to_usermode
     0.06%  handin_1  [kernel.kallsyms]  [k] native_read_msr
     0.06%  handin_1  [kernel.kallsyms]  [k] native_flush_tlb_one_user
     0.05%  handin_1  [kernel.kallsyms]  [k] wait_on_page_bit
     0.05%  handin_1  [kernel.kallsyms]  [k] read_tsc
