Warning:
2 out of order events recorded.
# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 39K of event 'context-switches'
# Event count (approx.): 87986
#
# Overhead  Command   Shared Object      Symbol           
# ........  ........  .................  .................
#
    99.67%  handin_1  [kernel.kallsyms]  [k] schedule
     0.33%  handin_1  [kernel.kallsyms]  [k] _cond_resched


# Samples: 1K of event 'cpu-migrations'
# Event count (approx.): 2011
#
# Overhead  Command   Shared Object      Symbol           
# ........  ........  .................  .................
#
    99.95%  handin_1  [kernel.kallsyms]  [k] __schedule
     0.05%  handin_1  [kernel.kallsyms]  [k] schedule_tail


# Samples: 208K of event 'cycles'
# Event count (approx.): 140698561736
#
# Overhead  Command   Shared Object        Symbol                                        
# ........  ........  ...................  ..............................................
#
    51.31%  handin_1  handin_1             [.] ConcurrentOutput::con_worker
    31.69%  handin_1  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     2.06%  handin_1  [kernel.kallsyms]    [k] down_read_trylock
     1.57%  handin_1  [kernel.kallsyms]    [k] up_read
     1.38%  handin_1  [kernel.kallsyms]    [k] smp_call_function_many
     1.12%  handin_1  [kernel.kallsyms]    [k] page_fault
     0.78%  handin_1  [kernel.kallsyms]    [k] try_to_wake_up
     0.62%  handin_1  [kernel.kallsyms]    [k] _raw_spin_lock
     0.57%  handin_1  [kernel.kallsyms]    [k] __handle_mm_fault
     0.55%  handin_1  [kernel.kallsyms]    [k] call_function_interrupt
     0.43%  handin_1  [kernel.kallsyms]    [k] llist_add_batch
     0.37%  handin_1  [kernel.kallsyms]    [k] flush_smp_call_function_queue
     0.36%  handin_1  [kernel.kallsyms]    [k] clear_page_rep
     0.30%  handin_1  [kernel.kallsyms]    [k] handle_mm_fault
     0.28%  handin_1  [kernel.kallsyms]    [k] error_entry
     0.26%  handin_1  [kernel.kallsyms]    [k] __default_send_IPI_dest_field
     0.25%  handin_1  [kernel.kallsyms]    [k] flush_tlb_func_remote
     0.25%  handin_1  [kernel.kallsyms]    [k] swapgs_restore_regs_and_return_to_usermode
     0.23%  handin_1  [kernel.kallsyms]    [k] page_counter_cancel
     0.22%  handin_1  [kernel.kallsyms]    [k] ctx_sched_in
     0.21%  handin_1  [kernel.kallsyms]    [k] __do_page_fault
     0.21%  handin_1  [kernel.kallsyms]    [k] sync_regs
     0.20%  handin_1  [kernel.kallsyms]    [k] get_page_from_freelist
     0.19%  handin_1  [kernel.kallsyms]    [k] native_write_msr
     0.15%  handin_1  [kernel.kallsyms]    [k] llist_reverse_order
     0.13%  handin_1  [kernel.kallsyms]    [k] copy_page
     0.12%  handin_1  [kernel.kallsyms]    [k] native_flush_tlb
     0.11%  handin_1  [kernel.kallsyms]    [k] do_page_fault
     0.11%  handin_1  [kernel.kallsyms]    [k] native_flush_tlb_one_user
     0.10%  handin_1  [kernel.kallsyms]    [k] irq_work_run_list
     0.08%  handin_1  [kernel.kallsyms]    [k] _raw_spin_lock_irqsave
     0.08%  handin_1  [kernel.kallsyms]    [k] do_anonymous_page
     0.08%  handin_1  [kernel.kallsyms]    [k] try_charge
     0.08%  handin_1  [kernel.kallsyms]    [k] read_tsc
     0.07%  handin_1  [kernel.kallsyms]    [k] native_sched_clock
     0.07%  handin_1  [kernel.kallsyms]    [k] finish_task_switch
     0.07%  handin_1  handin_1             [.] ConcurrentOutput::run
     0.07%  handin_1  [kernel.kallsyms]    [k] select_task_rq_fair
     0.07%  handin_1  [kernel.kallsyms]    [k] error_exit
     0.07%  handin_1  [kernel.kallsyms]    [k] perf_event_task_tick
     0.06%  handin_1  [kernel.kallsyms]    [k] wait_on_page_bit
     0.06%  handin_1  [kernel.kallsyms]    [k] native_read_msr
     0.06%  handin_1  [kernel.kallsyms]    [k] page_vma_mapped_walk
     0.06%  handin_1  [kernel.kallsyms]    [k] memset
     0.06%  handin_1  [kernel.kallsyms]    [k] _raw_spin_lock_irq
     0.06%  handin_1  [kernel.kallsyms]    [k] irq_exit
     0.06%  handin_1  [kernel.kallsyms]    [k] flush_tlb_mm_range
     0.05%  handin_1  [kernel.kallsyms]    [k] __inc_numa_state
     0.05%  handin_1  [kernel.kallsyms]    [k] get_mem_cgroup_from_mm
     0.05%  handin_1  [kernel.kallsyms]    [k] __migration_entry_wait
     0.05%  handin_1  [kernel.kallsyms]    [k] x86_pmu_enable_all
     0.05%  handin_1  [kernel.kallsyms]    [k] _raw_spin_unlock_irqrestore
     0.05%  handin_1  [kernel.kallsyms]    [k] migrate_pages
     0.05%  handin_1  [kernel.kallsyms]    [k] vmacache_find
     0.05%  handin_1  [kernel.kallsyms]    [k] ret_from_intr
     0.04%  handin_1  [kernel.kallsyms]    [k] page_counter_charge
     0.04%  handin_1  [kernel.kallsyms]    [k] flush_tlb_func_common.constprop.10
     0.03%  handin_1  [kernel.kallsyms]    [k] __schedule
     0.03%  handin_1  [kernel.kallsyms]    [k] memcpy
