# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'context-switches'
# Event count (approx.): 8515
#
# Overhead  Command   Shared Object      Symbol           
# ........  ........  .................  .................
#
    99.98%  handin_1  [kernel.kallsyms]  [k] schedule
     0.02%  handin_1  [kernel.kallsyms]  [k] _cond_resched


# Samples: 6  of event 'cpu-migrations'
# Event count (approx.): 6
#
# Overhead  Command   Shared Object      Symbol        
# ........  ........  .................  ..............
#
   100.00%  handin_1  [kernel.kallsyms]  [k] __schedule


# Samples: 10K of event 'cycles'
# Event count (approx.): 4687625845
#
# Overhead  Command   Shared Object      Symbol                                        
# ........  ........  .................  ..............................................
#
    63.33%  handin_1  handin_1           [.] ConcurrentOutput::con_worker
     7.29%  handin_1  [kernel.kallsyms]  [k] smp_call_function_single
     2.90%  handin_1  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     2.75%  handin_1  [kernel.kallsyms]  [k] try_to_wake_up
     2.63%  handin_1  handin_1           [.] ConcurrentOutput::run
     2.54%  handin_1  [kernel.kallsyms]  [k] page_fault
     1.87%  handin_1  [kernel.kallsyms]  [k] clear_page_rep
     1.43%  handin_1  [kernel.kallsyms]  [k] copy_page
     0.63%  handin_1  [kernel.kallsyms]  [k] get_page_from_freelist
     0.62%  handin_1  [kernel.kallsyms]  [k] _raw_spin_lock
     0.56%  handin_1  [kernel.kallsyms]  [k] ctx_sched_in
     0.55%  handin_1  [kernel.kallsyms]  [k] release_pages
     0.46%  handin_1  [kernel.kallsyms]  [k] native_write_msr
     0.44%  handin_1  [kernel.kallsyms]  [k] up_read
     0.42%  handin_1  [kernel.kallsyms]  [k] __handle_mm_fault
     0.38%  handin_1  [kernel.kallsyms]  [k] do_numa_page
     0.36%  handin_1  [kernel.kallsyms]  [k] __do_page_fault
     0.34%  handin_1  [kernel.kallsyms]  [k] try_to_unmap_one
     0.33%  handin_1  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.27%  handin_1  [kernel.kallsyms]  [k] unmap_page_range
     0.26%  handin_1  [kernel.kallsyms]  [k] perf_event_task_tick
     0.25%  handin_1  [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.24%  handin_1  [kernel.kallsyms]  [k] call_function_single_interrupt
     0.22%  handin_1  [kernel.kallsyms]  [k] __pagevec_lru_add_fn
     0.20%  handin_1  [kernel.kallsyms]  [k] down_read_trylock
     0.20%  handin_1  [kernel.kallsyms]  [k] page_remove_rmap
     0.20%  handin_1  [kernel.kallsyms]  [k] sync_regs
     0.19%  handin_1  [kernel.kallsyms]  [k] handle_mm_fault
     0.18%  handin_1  [kernel.kallsyms]  [k] swapgs_restore_regs_and_return_to_usermode
     0.17%  handin_1  [kernel.kallsyms]  [k] error_entry
     0.16%  handin_1  [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.16%  handin_1  [kernel.kallsyms]  [k] __alloc_pages_nodemask
     0.15%  handin_1  [kernel.kallsyms]  [k] unlock_page
     0.15%  handin_1  [kernel.kallsyms]  [k] select_task_rq_fair
     0.15%  handin_1  [kernel.kallsyms]  [k] migrate_page_states
     0.15%  handin_1  [kernel.kallsyms]  [k] vmacache_find
     0.15%  handin_1  [kernel.kallsyms]  [k] __dec_node_state
     0.14%  handin_1  [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.14%  handin_1  [kernel.kallsyms]  [k] native_flush_tlb_one_user
     0.14%  handin_1  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.14%  handin_1  [kernel.kallsyms]  [k] get_mem_cgroup_from_mm
     0.13%  handin_1  [kernel.kallsyms]  [k] native_read_msr
     0.12%  handin_1  [kernel.kallsyms]  [k] read_tsc
     0.12%  handin_1  [kernel.kallsyms]  [k] page_cpupid_xchg_last
     0.12%  handin_1  [kernel.kallsyms]  [k] free_unref_page_prepare.part.64
     0.12%  handin_1  [kernel.kallsyms]  [k] do_page_add_anon_rmap
     0.11%  handin_1  [kernel.kallsyms]  [k] llist_reverse_order
     0.11%  handin_1  [kernel.kallsyms]  [k] __lru_cache_add
     0.11%  handin_1  [kernel.kallsyms]  [k] finish_task_switch
     0.10%  handin_1  [kernel.kallsyms]  [k] wait_on_page_bit
     0.10%  handin_1  [kernel.kallsyms]  [k] __mod_zone_page_state
